CPUUtilization,DiskReadOps,DiskWriteOps,NetworkIn,NetworkOut
59.61,701.0,1239.0,1368.0,2051.0
53.97,508.0,669.0,23313.0,14495.0
69.72,647.0,1363.0,6902.0,37554.0
62.42,600.0,1337.0,33462.0,3230.0
59.8,1212.0,1480.0,23866.0,14027.0
64.45,1229.0,1373.0,39867.0,5313.0
75.49,917.0,1359.0,37536.0,36940.0
68.9,845.0,1139.0,39532.0,1254.0
77.82,508.0,672.0,35482.0,1436.0
14.84,624.0,652.0,1999.0,15604.0
69.18,725.0,1351.0,21591.0,48219.0
35.19,546.0,1368.0,33611.0,42291.0
40.38,989.0,1082.0,30844.0,48847.0
10.11,531.0,1309.0,46231.0,42961.0
13.19,1170.0,1153.0,45673.0,23071.0
10.12,928.0,778.0,15280.0,35306.0
82.34,1080.0,860.0,25082.0,45378.0
75.29,746.0,759.0,20257.0,47864.0
84.26,715.0,1222.0,14233.0,26188.0
39.59,1127.0,1340.0,47732.0,27296.0
41.45,1143.0,1191.0,26816.0,43059.0
36.17,898.0,1179.0,31234.0,3267.0
14.78,1450.0,540.0,30512.0,37225.0
84.76,714.0,1131.0,29338.0,3499.0
59.56,785.0,502.0,37862.0,19567.0
46.09,1007.0,717.0,33074.0,31012.0
49.21,504.0,792.0,49200.0,4421.0
61.77,1274.0,1388.0,23155.0,14959.0
3.058169117198891,352.0,939.0,14835.4,51415.2
24.62,797.0,822.0,48423.0,38559.0
54.57,1199.0,1298.0,21922.0,9538.0
20.63,1068.0,1094.0,20606.0,37225.0
44.67,1110.0,1120.0,5163.0,46818.0
65.19,740.0,1238.0,9609.0,12531.0
53.74,818.0,678.0,21221.0,29572.0
51.88,1076.0,794.0,9172.0,22874.0
31.64,992.0,841.0,34866.0,40109.0
47.87,1117.0,1254.0,48600.0,4148.0
86.09,1458.0,1146.0,37103.0,29953.0
86.0,1125.0,978.0,1816.0,48268.0
22.29,739.0,1380.0,6235.0,32557.0
17.13,1332.0,989.0,43392.0,41995.0
37.72,1014.0,1119.0,47457.0,42706.0
88.78,539.0,515.0,31494.0,46517.0
84.93,599.0,1198.0,42518.0,3086.0
25.64,1388.0,721.0,36846.0,29705.0
38.16,1205.0,1387.0,33850.0,8203.0
27.91,1143.0,1212.0,35196.0,32512.0
43.28,516.0,946.0,23771.0,10019.0
53.54,1429.0,1117.0,19527.0,13182.0
21.19,580.0,830.0,48985.0,45483.0
36.41,958.0,1046.0,27732.0,35491.0
49.36,1245.0,543.0,8331.0,25402.0
44.59,749.0,1038.0,6378.0,11181.0
58.47,1147.0,1173.0,18017.0,21657.0
17.54,577.0,1043.0,35375.0,11340.0
61.56,1180.0,1144.0,13526.0,35566.0
50.64,714.0,1226.0,12693.0,40542.0
50.49,1253.0,557.0,25776.0,12311.0
20.15,610.0,1147.0,14987.0,48949.0
82.17,919.0,616.0,43596.0,30083.0
58.99,781.0,527.0,3834.0,41806.0
18.47,997.0,708.0,28726.0,46055.0
66.52,1337.0,919.0,7842.0,9880.0
77.04,1488.0,864.0,48120.0,1847.0
76.45,578.0,1302.0,40370.0,49039.0
78.57,1174.0,1489.0,31684.0,31248.0
85.4,1482.0,1155.0,38892.0,2518.0
68.46,814.0,591.0,46850.0,22389.0
84.19,892.0,866.0,16156.0,45942.0
54.33,575.0,1043.0,44169.0,48563.0
81.55,989.0,1179.0,6982.0,44838.0
40.86,555.0,1407.0,25336.0,20466.0
31.81,746.0,898.0,11384.0,25705.0
47.08,785.0,980.0,21064.0,35112.0
76.36,712.0,1487.0,14615.0,38236.0
26.56,794.0,606.0,23243.0,2998.0
28.49,769.0,1316.0,24207.0,33765.0
17.96,694.0,750.0,26731.0,21502.0
10.42,956.0,816.0,3811.0,26412.0
81.93,1288.0,1045.0,8566.0,13110.0
30.64,678.0,606.0,5496.0,6748.0
74.47,1184.0,777.0,41859.0,31900.0
20.37,1109.0,1008.0,10366.0,21697.0
21.38,704.0,1221.0,39043.0,32187.0
56.36,908.0,1252.0,16742.0,20285.0
47.51,1359.0,542.0,3125.0,49952.0
68.0,860.0,1334.0,47427.0,17036.0
84.05,952.0,885.0,34487.0,19197.0
18.08,788.0,1493.0,40762.0,31382.0
18.53,1165.0,621.0,1843.0,39443.0
68.8,504.0,665.0,41961.0,26886.0
25.33,1278.0,1357.0,44770.0,18773.0
13.12,675.0,777.0,14277.0,17841.0
49.0,1315.0,1104.0,35976.0,44601.0
14.13,1046.0,1407.0,29499.0,25390.0
20.31,982.0,1232.0,16732.0,4435.0
74.19,575.0,595.0,4261.0,40043.0
55.13,863.0,1350.0,27873.0,45974.0
16.69,1437.0,521.0,7253.0,48174.0
54.62,689.0,1015.0,13833.0,21865.0
24.83,610.0,754.0,35953.0,43678.0
32.98,1468.0,939.0,1295.0,21261.0
39.0,1312.0,769.0,21727.0,41472.0
51.45,832.0,1119.0,1705.0,49991.0
50.11,1387.0,1461.0,46362.0,44947.0
49.07,1270.0,556.0,14185.0,13875.0
45.02,1174.0,786.0,47762.0,33095.0
34.7,888.0,952.0,38303.0,24730.0
71.47,1185.0,712.0,25308.0,36244.0
88.2,1210.0,926.0,45712.0,15763.0
69.72,1466.0,1404.0,40772.0,2734.0
68.81,1492.0,1006.0,12646.0,39497.0
37.43,583.0,1474.0,46951.0,4331.0
24.69,846.0,1194.0,39444.0,31843.0
36.24,1047.0,1077.0,14320.0,35095.0
80.12,579.0,568.0,20319.0,11553.0
29.67,743.0,1145.0,18482.0,33200.0
32.17,1377.0,564.0,14351.0,23183.0
31.29,546.0,1331.0,33972.0,20762.0
54.47,537.0,997.0,46392.0,3530.0
77.65,746.0,507.0,15510.0,27918.0
22.86,741.0,1179.0,45887.0,8792.0
45.96,617.0,1432.0,28898.0,29738.0
68.28,1160.0,536.0,26253.0,46187.0
87.92,1304.0,644.0,10446.0,7810.0
81.39,1110.0,695.0,24374.0,37473.0
56.73,1038.0,966.0,14312.0,27840.0
87.64,1247.0,1181.0,17402.0,31000.0
44.16,1122.0,924.0,46415.0,16347.0
64.89,663.0,994.0,10322.0,30555.0
77.69,1278.0,788.0,33847.0,25566.0
84.58,1069.0,1399.0,19929.0,6384.0
10.16,910.0,1225.0,47784.0,7937.0
50.74,864.0,1471.0,12113.0,43885.0
85.17,1384.0,1469.0,12436.0,7569.0
63.12,1277.0,707.0,9536.0,44836.0
18.38,1056.0,1459.0,33068.0,17963.0
28.8,595.0,1187.0,39302.0,42992.0
44.35,1452.0,1257.0,7971.0,32133.0
81.36,548.0,552.0,30022.0,33778.0
75.62,782.0,1383.0,11469.0,10229.0
62.22,744.0,1008.0,40323.0,1214.0
13.65,1495.0,1083.0,1769.0,18724.0
22.99,514.0,693.0,9943.0,43395.0
52.12,578.0,945.0,28203.0,8849.0
77.21,1181.0,1179.0,28894.0,14474.0
85.68,1375.0,1459.0,4112.0,27048.0
44.55,1235.0,1315.0,46737.0,7049.0
70.98,570.0,1472.0,6760.0,44884.0
56.04,1092.0,1160.0,19508.0,1137.0
49.5,1204.0,1399.0,36374.0,22800.0
32.92,974.0,1377.0,13595.0,22519.0
68.8,1220.0,1238.0,35868.0,20622.0
51.25,1038.0,1364.0,21308.0,12612.0
10.3,1278.0,811.0,4628.0,17032.0
17.59,506.0,983.0,11758.0,38714.0
89.04,1310.0,1385.0,33669.0,42186.0
36.26,751.0,1436.0,49499.0,9899.0
21.05,852.0,512.0,28646.0,23346.0
87.3,1261.0,1444.0,1649.0,4272.0
80.61,551.0,519.0,1313.0,46285.0
12.08,913.0,739.0,4295.0,22675.0
86.43,944.0,1238.0,48816.0,17914.0
13.59,1467.0,1215.0,8695.0,46982.0
63.26,716.0,704.0,41551.0,23302.0
32.81,1024.0,665.0,45059.0,16812.0
68.55,1289.0,1318.0,47915.0,8834.0
34.3,596.0,1393.0,31353.0,20269.0
74.93,839.0,861.0,16486.0,16822.0
77.28,882.0,618.0,21041.0,6146.0
65.5,1126.0,811.0,6032.0,3275.0
75.88,661.0,1138.0,1726.0,5089.0
24.85,892.0,679.0,13189.0,24622.0
43.06,997.0,565.0,29635.0,8344.0
77.27,1111.0,545.0,42735.0,14555.0
43.83,1155.0,1372.0,24730.0,20615.0
12.96,1261.0,633.0,46770.0,1933.0
78.01,1177.0,1094.0,20295.0,14859.0
61.17,983.0,1143.0,47325.0,7072.0
84.35,1119.0,1068.0,40631.0,24705.0
18.8,1019.0,694.0,19222.0,3604.0
82.12,801.0,989.0,27725.0,21584.0
79.14,689.0,715.0,43482.0,21232.0
87.12,1327.0,1246.0,28759.0,17069.0
28.93,896.0,1014.0,2953.0,25514.0
41.93,918.0,1244.0,6041.0,13364.0
30.27,1172.0,981.0,49555.0,19395.0
11.7,1451.0,554.0,40240.0,45349.0
33.09,1260.0,971.0,48885.0,13527.0
67.15,628.0,1122.0,32826.0,48539.0
63.28,1485.0,1186.0,9675.0,26452.0
10.38,1467.0,1203.0,27537.0,1126.0
43.82,682.0,1390.0,16731.0,25932.0
60.82,654.0,586.0,19242.0,39232.0
25.66,1133.0,650.0,41506.0,22376.0
76.75,967.0,978.0,46460.0,27932.0
23.08,1338.0,1433.0,6710.0,41942.0
23.94,756.0,1402.0,18625.0,27329.0
37.09,721.0,753.0,44675.0,47118.0
76.26,1468.0,1379.0,16596.0,39494.0
78.65,1441.0,850.0,28066.0,4685.0
32.05,1492.0,1488.0,38166.0,14717.0
35.37,1472.0,1162.0,34022.0,33227.0
11.73,895.0,686.0,26938.0,15491.0
44.75,550.0,624.0,7385.0,31738.0
40.4,585.0,1003.0,45710.0,34986.0
66.8,805.0,598.0,45045.0,26462.0
66.04,630.0,1009.0,35564.0,8443.0
31.19,1323.0,1173.0,33509.0,17068.0
30.75,846.0,626.0,15299.0,31069.0
28.47,1188.0,974.0,47675.0,42950.0
76.29,1351.0,1010.0,7287.0,12682.0
52.13,1253.0,798.0,1269.0,29632.0
20.83,1443.0,1108.0,27321.0,7995.0
60.18,1009.0,1396.0,18820.0,34886.0
55.83,1493.0,1030.0,16731.0,7947.0
68.75,891.0,1146.0,8098.0,8126.0
80.89,578.0,636.0,41317.0,30614.0
34.07,1456.0,1454.0,36359.0,11536.0
22.28,576.0,1411.0,6690.0,40926.0
70.6,1211.0,1400.0,47510.0,35899.0
21.17,1331.0,830.0,35575.0,10812.0
16.52,628.0,1295.0,38194.0,27884.0
51.75,909.0,954.0,18963.0,22866.0
60.48,1452.0,1408.0,4049.0,14370.0
41.31,1448.0,792.0,3759.0,5415.0
60.27,831.0,1322.0,44804.0,41441.0
19.65,534.0,611.0,16651.0,49249.0
10.25,527.0,606.0,47570.0,1775.0
83.23,1063.0,663.0,49430.0,19449.0
66.06,1497.0,551.0,11381.0,11513.0
55.21,1143.0,683.0,42212.0,31013.0
83.78,926.0,568.0,23017.0,27961.0
21.27,1255.0,1101.0,27670.0,26931.0
16.03,597.0,606.0,10511.0,35426.0
12.07,1004.0,981.0,22284.0,34411.0
12.87,929.0,501.0,33530.0,28026.0
10.06,1262.0,1371.0,11006.0,40910.0
13.96,868.0,1069.0,46248.0,4602.0
14.63,856.0,840.0,28581.0,48497.0
15.87,507.0,847.0,13220.0,21390.0
71.86,719.0,1261.0,18659.0,35573.0
39.84,755.0,768.0,29701.0,24765.0
23.96,1193.0,1341.0,10773.0,44968.0
59.37,605.0,885.0,10319.0,36225.0
40.79,759.0,1304.0,48280.0,6794.0
16.86,1284.0,1468.0,7641.0,48098.0
56.68,1274.0,1153.0,8695.0,40368.0
30.69,944.0,759.0,30369.0,21115.0
18.88,1101.0,634.0,11505.0,31780.0
23.71,692.0,830.0,21481.0,3307.0
73.19,1113.0,1034.0,39381.0,2119.0
85.67,864.0,577.0,12430.0,8830.0
66.74,1104.0,1483.0,3408.0,16200.0
15.17,833.0,1418.0,12712.0,12597.0
73.24,1336.0,970.0,11817.0,27820.0
79.18,1000.0,1131.0,4392.0,1003.0
31.8,1310.0,1024.0,10680.0,48935.0
49.48,1033.0,1347.0,11763.0,1525.0
89.92,1445.0,896.0,12325.0,46339.0
68.96,965.0,1457.0,31089.0,25244.0
24.45,1151.0,1357.0,36080.0,46311.0
29.93,1407.0,1403.0,33762.0,29193.0
19.06,1200.0,662.0,29738.0,43968.0
34.29,841.0,645.0,26719.0,46610.0
12.206206253317335,728.0,295.0,39395.6,87828.0
21.81,1425.0,1167.0,22590.0,44515.0
17.77,858.0,959.0,23613.0,23421.0
81.61,712.0,1350.0,46238.0,14517.0
28.58,1137.0,1164.0,30541.0,11454.0
50.4,1110.0,787.0,33780.0,34859.0
77.1,958.0,661.0,47468.0,33592.0
16.49,526.0,503.0,1232.0,30970.0
17.57,832.0,1095.0,31492.0,12165.0
78.74,1451.0,1128.0,14197.0,9455.0
56.25,1227.0,543.0,14863.0,15316.0
19.87,1078.0,541.0,1027.0,27474.0
25.88,689.0,750.0,19378.0,47583.0
79.66,1048.0,1384.0,23943.0,31156.0
69.05,1298.0,669.0,26925.0,25139.0
51.78,741.0,864.0,28634.0,37978.0
30.71,1396.0,835.0,40517.0,22448.0
57.63,884.0,680.0,13510.0,36669.0
65.51,1172.0,568.0,37561.0,41697.0
53.84,1396.0,918.0,21419.0,18532.0
42.72,1375.0,587.0,29477.0,14667.0
43.16,880.0,1445.0,34708.0,37009.0
56.19,1009.0,1387.0,33479.0,48578.0
33.02,618.0,1187.0,30262.0,24225.0
57.18,788.0,1168.0,33773.0,42652.0
60.54,1382.0,722.0,19476.0,24670.0
54.32,1388.0,692.0,37250.0,29815.0
50.93,976.0,1454.0,37058.0,43778.0
79.5,750.0,992.0,43738.0,40580.0
70.49,507.0,1205.0,47946.0,11296.0
83.68,794.0,884.0,45225.0,44753.0
67.18,1150.0,1272.0,28465.0,35893.0
82.44,666.0,1081.0,29833.0,20306.0
33.56,855.0,733.0,47356.0,34417.0
71.25,1444.0,1221.0,28284.0,36796.0
11.19,844.0,1299.0,15316.0,8676.0
73.99,910.0,891.0,19156.0,41426.0
46.78,707.0,977.0,24735.0,9646.0
24.47,1431.0,1190.0,23464.0,16607.0
76.73,582.0,1064.0,34802.0,2281.0
45.94,1177.0,713.0,48338.0,20323.0
54.38,956.0,581.0,47583.0,37913.0
70.57,1461.0,1366.0,19779.0,11946.0
12.6,518.0,1463.0,29238.0,46797.0
32.54,549.0,1059.0,7430.0,20100.0
23.42,603.0,553.0,49305.0,17115.0
46.88,1178.0,849.0,25687.0,3716.0
34.92,594.0,545.0,2937.0,2282.0
69.53,1353.0,1124.0,19062.0,48916.0
51.79,763.0,1069.0,45601.0,41795.0
42.29,728.0,1117.0,27533.0,10329.0
10.61,1430.0,846.0,6828.0,15324.0
38.33,1345.0,968.0,19754.0,28500.0
12.91,987.0,1266.0,13388.0,38368.0
53.81,1362.0,680.0,36255.0,19299.0
35.56,872.0,1144.0,39450.0,48579.0
16.15,912.0,1003.0,37302.0,10123.0
79.5,564.0,1493.0,31429.0,40280.0
83.02,762.0,711.0,42829.0,25961.0
79.53,509.0,825.0,32937.0,46958.0
78.9,1088.0,892.0,43284.0,13776.0
35.76,879.0,920.0,35247.0,17360.0
82.59,848.0,1118.0,26042.0,48391.0
35.39,1040.0,1256.0,43393.0,49108.0
32.85,1109.0,845.0,45638.0,48128.0
29.69,1311.0,786.0,40306.0,43026.0
78.21,1282.0,743.0,30412.0,36300.0
30.96,888.0,911.0,48830.0,42510.0
88.58,1429.0,761.0,18355.0,29776.0
47.17,1262.0,912.0,45969.0,19159.0
61.47,809.0,604.0,31223.0,12794.0
39.97,1324.0,1471.0,41575.0,11322.0
64.26,862.0,843.0,47183.0,40691.0
32.43,1170.0,1251.0,45446.0,35681.0
54.76,1319.0,563.0,26790.0,39791.0
32.86,789.0,1174.0,5148.0,45159.0
28.04,1032.0,1263.0,31587.0,1372.0
27.97,633.0,906.0,27118.0,30123.0
42.68,562.0,1212.0,24797.0,2425.0
47.41,907.0,819.0,5069.0,46214.0
49.83,1071.0,712.0,16860.0,1055.0
55.76,999.0,1272.0,44756.0,45162.0
75.23,1037.0,1384.0,35190.0,2323.0
34.49,985.0,751.0,26307.0,11463.0
88.51,1113.0,1250.0,38611.0,16095.0
38.84,1147.0,887.0,29042.0,7466.0
65.33,1294.0,652.0,6619.0,16031.0
75.25,655.0,727.0,11028.0,44569.0
84.92,1077.0,774.0,23966.0,27105.0
76.28,1253.0,662.0,10786.0,22218.0
78.67,1238.0,1335.0,17882.0,3388.0
59.57,921.0,588.0,7224.0,42258.0
45.52,811.0,547.0,3266.0,9943.0
14.47,545.0,1127.0,26700.0,33637.0
57.04,1240.0,1372.0,39346.0,2049.0
74.09,963.0,1139.0,7192.0,2690.0
14.56,753.0,987.0,6534.0,49082.0
81.58,1335.0,964.0,45408.0,17011.0
38.59,1073.0,724.0,18131.0,35620.0
53.47,645.0,1271.0,8680.0,47394.0
25.23,1369.0,1204.0,6402.0,7834.0
22.91,1257.0,1155.0,49285.0,27204.0
86.23,965.0,1214.0,1966.0,43389.0
35.67,1004.0,710.0,11511.0,34267.0
34.57,753.0,863.0,31811.0,16604.0
39.89,805.0,1474.0,22606.0,49592.0
89.87,1088.0,1479.0,15773.0,28366.0
22.18,1167.0,1375.0,16446.0,48344.0
43.31,626.0,1254.0,25301.0,3351.0
67.57,647.0,812.0,37578.0,45563.0
53.84,625.0,931.0,45314.0,20119.0
80.84,629.0,602.0,18296.0,34126.0
14.44,578.0,1194.0,25965.0,39553.0
77.97,1103.0,907.0,13268.0,35694.0
68.88,1249.0,1039.0,5224.0,16843.0
88.5,1115.0,1139.0,49149.0,43978.0
15.84,1358.0,998.0,6927.0,31192.0
56.63,1089.0,981.0,20032.0,32150.0
37.0,650.0,622.0,39857.0,10437.0
80.12,1281.0,1325.0,41094.0,45260.0
55.03,575.0,1372.0,5667.0,43604.0
59.41,1330.0,755.0,13658.0,2985.0
51.24,1206.0,1127.0,2004.0,13545.0
87.38,1241.0,1238.0,49214.0,32279.0
76.18,840.0,835.0,13758.0,46657.0
45.97,937.0,1275.0,10045.0,27743.0
43.77,1244.0,707.0,22652.0,8574.0
29.92,838.0,802.0,29767.0,34695.0
54.22,1438.0,1099.0,31476.0,23862.0
71.28,842.0,1133.0,3523.0,40416.0
77.79,953.0,1473.0,41362.0,9713.0
30.16,875.0,783.0,33092.0,44427.0
34.03,541.0,1149.0,4706.0,40512.0
52.27,981.0,582.0,31047.0,7810.0
49.74,791.0,1179.0,20583.0,17831.0
35.91,1173.0,717.0,15083.0,37147.0
19.7,858.0,955.0,4606.0,9729.0
59.29,645.0,573.0,40053.0,18342.0
19.22,1089.0,766.0,32199.0,38580.0
78.36,752.0,743.0,43492.0,2412.0
89.15,1186.0,1434.0,46795.0,33510.0
60.56,1232.0,940.0,31736.0,30490.0
14.57,1467.0,1363.0,38476.0,13482.0
34.4,739.0,1039.0,38047.0,34056.0
42.78,646.0,976.0,5450.0,1266.0
75.15,949.0,1452.0,7969.0,31386.0
15.27,768.0,1320.0,38493.0,23824.0
20.86,1126.0,690.0,20223.0,9610.0
84.67,538.0,1463.0,38367.0,31080.0
83.51,1283.0,921.0,30375.0,45387.0
44.93,980.0,1447.0,16880.0,3131.0
52.24,867.0,1338.0,31376.0,24410.0
52.93,537.0,1072.0,1111.0,15107.0
62.7,1360.0,526.0,6438.0,16765.0
69.94,712.0,1276.0,7732.0,13434.0
61.8,1113.0,1044.0,44393.0,4064.0
10.97,796.0,912.0,38946.0,13874.0
74.38,1440.0,1327.0,43820.0,5605.0
43.81,1396.0,923.0,46530.0,31115.0
39.3,1239.0,913.0,3968.0,29214.0
29.15,858.0,578.0,21613.0,43291.0
27.31,898.0,809.0,43023.0,34569.0
65.54,554.0,1439.0,49591.0,48422.0
45.55,846.0,871.0,47996.0,10834.0
13.09,610.0,1074.0,30994.0,40663.0
40.18,1082.0,973.0,3022.0,8792.0
51.22,1298.0,1255.0,38896.0,25734.0
31.74,1339.0,1118.0,40910.0,48869.0
26.58,614.0,609.0,33045.0,2044.0
51.75,1456.0,870.0,3490.0,41989.0
66.23,648.0,654.0,6260.0,10091.0
58.58,997.0,1205.0,8492.0,36259.0
78.36,629.0,522.0,24662.0,39532.0
28.43,640.0,816.0,34789.0,23764.0
71.71,743.0,812.0,44556.0,1481.0
34.39,1405.0,575.0,14820.0,7467.0
67.43,1011.0,848.0,44297.0,5954.0
10.76,983.0,709.0,30420.0,13416.0
19.57,782.0,906.0,29846.0,26311.0
19.26,718.0,1083.0,34627.0,27949.0
49.02,1067.0,1297.0,16788.0,29439.0
40.68,887.0,967.0,8893.0,25858.0
61.56,539.0,807.0,7858.0,18700.0
62.37,1166.0,747.0,25054.0,1130.0
53.12,1452.0,718.0,21761.0,26166.0
79.97,535.0,517.0,45202.0,41738.0
83.02,852.0,1012.0,42571.0,48210.0
56.56,713.0,697.0,39948.0,1257.0
67.13,552.0,702.0,38937.0,46812.0
41.31,1399.0,729.0,22312.0,43435.0
82.95,755.0,850.0,28653.0,47722.0
87.79,577.0,1418.0,13517.0,45993.0
28.55,1224.0,1344.0,20184.0,35425.0
29.7,875.0,966.0,6530.0,48352.0
12.58,944.0,960.0,38106.0,36567.0
32.1,943.0,982.0,49638.0,11655.0
49.46,1466.0,945.0,15212.0,2865.0
47.34,1060.0,857.0,18730.0,46152.0
65.62,904.0,1098.0,27258.0,45798.0
69.23,1414.0,1250.0,33532.0,3818.0
22.6,1155.0,1234.0,31351.0,41571.0
25.03,1372.0,725.0,49710.0,9736.0
28.83,1119.0,711.0,15875.0,18227.0
82.76,588.0,944.0,33375.0,41082.0
73.57,1133.0,1352.0,47966.0,6972.0
87.06,1194.0,1266.0,22992.0,34186.0
68.16,1187.0,980.0,5264.0,12407.0
74.14,716.0,1273.0,1903.0,21567.0
19.66,647.0,1014.0,47313.0,44159.0
86.69,1463.0,674.0,27663.0,21518.0
85.35,1496.0,1081.0,47917.0,15697.0
60.08,1259.0,1442.0,34869.0,36427.0
32.76,983.0,1035.0,18544.0,15282.0
77.63,1472.0,809.0,27022.0,20513.0
13.05,773.0,690.0,35747.0,23746.0
72.77,593.0,509.0,11067.0,9755.0
86.34,1387.0,1434.0,22332.0,26324.0
47.38,987.0,820.0,28534.0,38990.0
46.04,888.0,946.0,5998.0,5667.0
33.42,1306.0,1362.0,34396.0,40102.0
24.77,968.0,859.0,6221.0,20218.0
81.19,881.0,632.0,29221.0,26997.0
44.49,898.0,908.0,13079.0,32459.0
17.86,803.0,1273.0,11764.0,41809.0
89.03,514.0,1169.0,15003.0,13270.0
15.05,1122.0,503.0,12205.0,29396.0
70.42,500.0,1463.0,48086.0,23941.0
30.25,1485.0,1160.0,1698.0,25417.0
41.4,1338.0,1254.0,32193.0,31904.0
29.94,599.0,1454.0,22532.0,44678.0
44.35,1271.0,979.0,21813.0,49544.0
48.13,781.0,1476.0,7936.0,10194.0
73.35,1216.0,1401.0,42719.0,2862.0
49.24,873.0,1173.0,37424.0,11603.0
19.45,809.0,1009.0,29497.0,4771.0
46.66,1310.0,851.0,2096.0,12999.0
31.62,1378.0,1094.0,24032.0,10930.0
63.17,986.0,994.0,7455.0,33702.0
63.42,667.0,1092.0,32749.0,19817.0
21.41,643.0,796.0,26634.0,6929.0
56.86,993.0,513.0,14779.0,31176.0
24.42,655.0,647.0,31449.0,47874.0
83.71,956.0,619.0,45243.0,43693.0
55.02,648.0,917.0,18497.0,41550.0
12.98,1339.0,1472.0,46244.0,30889.0
56.75,1134.0,908.0,19853.0,33444.0
38.33,1377.0,1115.0,1293.0,37761.0
82.66,1410.0,1163.0,27805.0,34087.0
14.95,1407.0,1044.0,18128.0,14568.0
56.84,1250.0,1449.0,46056.0,29858.0
72.99,970.0,1399.0,45058.0,29077.0
31.56,1275.0,518.0,19313.0,30800.0
53.75,1057.0,1253.0,44479.0,26329.0
61.11,669.0,726.0,11038.0,35539.0
89.4,1126.0,675.0,29951.0,18163.0
41.46,1050.0,1247.0,5355.0,33355.0
14.38,1178.0,788.0,22369.0,28290.0
38.52,1165.0,517.0,36849.0,3234.0
83.11,597.0,687.0,40218.0,12622.0
39.63,546.0,841.0,18400.0,14852.0
25.69,608.0,906.0,3079.0,36848.0
37.15,828.0,1411.0,28739.0,6172.0
25.13,1034.0,1259.0,9348.0,25024.0
30.74,1044.0,816.0,16533.0,4852.0
62.2,558.0,1307.0,48712.0,20626.0
48.78,1314.0,1323.0,25950.0,13373.0
74.33,854.0,1416.0,16488.0,36858.0
85.57,1470.0,680.0,28081.0,36713.0
86.66,1007.0,925.0,22020.0,8073.0
49.75738126149189,631.0,746.0,273951.50619946094,523396.9526684636
83.94,1030.0,1210.0,25189.0,14906.0
45.53,1033.0,1108.0,31791.0,35268.0
74.18,1056.0,863.0,38151.0,6899.0
64.08,1108.0,1140.0,28263.0,16735.0
21.19,1280.0,938.0,20221.0,30677.0
60.24,1490.0,1157.0,45121.0,11056.0
13.87,946.0,1371.0,22140.0,18727.0
82.91,1145.0,930.0,36592.0,28487.0
75.56,1056.0,956.0,47477.0,41422.0
81.61,1481.0,676.0,8643.0,4850.0
79.03,519.0,1337.0,32454.0,47147.0
29.68,529.0,1433.0,7373.0,40603.0
68.12,623.0,531.0,28584.0,43569.0
73.56,1169.0,686.0,1503.0,6585.0
14.08,1160.0,1077.0,44698.0,7475.0
72.68,674.0,877.0,12971.0,39290.0
16.16,762.0,1156.0,4394.0,31675.0
34.11,1160.0,848.0,20665.0,23619.0
64.22,927.0,1475.0,33483.0,31850.0
28.2,1356.0,840.0,42789.0,33128.0
49.29,1036.0,553.0,41803.0,23463.0
86.02,717.0,1053.0,22915.0,29468.0
22.29,1027.0,641.0,7934.0,23787.0
51.98,901.0,799.0,37327.0,30395.0
52.72,564.0,885.0,16209.0,40928.0
78.61,837.0,563.0,46476.0,17801.0
15.89,1007.0,782.0,3702.0,37234.0
12.3,1270.0,777.0,25896.0,19176.0
54.36,1221.0,837.0,5168.0,3990.0
11.37,767.0,1131.0,11312.0,23182.0
45.23,1271.0,864.0,26119.0,47551.0
53.11,741.0,1303.0,28748.0,4379.0
52.77,945.0,657.0,32956.0,21723.0
59.61,780.0,1072.0,13626.0,40521.0
47.35,1293.0,1015.0,42730.0,36413.0
79.28,1421.0,846.0,30985.0,41793.0
77.35,1091.0,1488.0,28995.0,35593.0
51.58,1398.0,1004.0,32248.0,17163.0
85.82,1270.0,1423.0,32086.0,21116.0
76.37,1161.0,948.0,44733.0,6941.0
32.43,1140.0,1000.0,24013.0,25069.0
84.65,633.0,531.0,38978.0,36431.0
48.28,1019.0,651.0,6423.0,7846.0
37.36,1153.0,1214.0,18134.0,17211.0
24.47,1232.0,1244.0,38414.0,45326.0
68.16,1361.0,1151.0,3159.0,49350.0
28.5,1304.0,1429.0,9991.0,48264.0
25.36,1018.0,1133.0,13456.0,36904.0
32.96,708.0,1453.0,4941.0,25361.0
56.08,521.0,1154.0,38526.0,26942.0
75.14,649.0,624.0,9417.0,3675.0
75.54,1452.0,1404.0,28633.0,20111.0
14.87,1148.0,799.0,20599.0,24943.0
81.6,611.0,591.0,36598.0,49507.0
78.38,557.0,1144.0,49434.0,49719.0
24.48,974.0,1137.0,36857.0,27547.0
40.67,1255.0,741.0,20640.0,10084.0
48.45,812.0,1272.0,18332.0,38525.0
24.97,548.0,1204.0,31939.0,13483.0
16.59,1382.0,860.0,22594.0,36856.0
77.35,596.0,1367.0,15394.0,49959.0
22.8,1106.0,676.0,40727.0,28819.0
44.55,1275.0,802.0,37658.0,27787.0
85.84,709.0,1284.0,23051.0,12644.0
67.57,1039.0,1356.0,8452.0,39709.0
77.83,1014.0,1159.0,9125.0,2303.0
43.62,709.0,1436.0,32118.0,47113.0
40.32,980.0,986.0,42566.0,18898.0
54.55,992.0,642.0,25946.0,44238.0
27.94,1214.0,615.0,1394.0,3049.0
